bib,isbn,bookType,title,publishDate,publishOrder,firstCheckOut,lastCheckOut,adoption,publishDay,fcheckoutDay,ageFull,ageCheckouts,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,totalCheckout,deweyNumber,deweyCategory
2483828,525950281,acbk,Collision,7/17/08,536,8/2/08,11/15/14,16,198,214,2998,2707,0,0,72,57,39,25,23,11,7,3,237,28,Reading & use of other information media
2704694,194740153,bcbk,Oxford picture,7/20/08,537,3/7/11,6/13/14,960,201,65,2995,1760,0,0,0,0,0,7,18,4,3,5,37,495,Languages of East & Southeast Asia
2477899,151014426,acbk,Everybody knows,7/21/08,538,7/25/08,9/25/14,4,202,206,2994,2715,0,0,50,23,9,6,5,3,2,0,98,320,Political science (Politics & government)
2495974,1594489858,acbk,glimmer palace,7/24/08,539,8/8/08,9/28/13,15,205,220,2991,2701,0,0,32,35,9,4,0,3,0,0,83,346, Private law
2533773,1845076435,jcbk,My two grannies,7/28/08,540,11/1/08,1/13/15,96,209,305,2987,2616,0,0,19,58,35,35,36,30,28,10,251,741,Drawing & drawings
2740519,691143358,acbk,price of everyt,7/28/08,541,10/22/11,11/24/14,1181,209,294,2987,1531,0,0,0,0,0,2,6,6,4,1,19,741,Drawing & drawings
2668020,1599202239,jcbk,Warplanes,8/1/08,542,9/13/10,1/22/15,773,213,255,2983,1935,0,0,0,0,11,29,21,23,25,21,130,623, Military & nautical engineering
2492831,785128204,acbk,X Men Endangere,8/6/08,543,8/26/08,5/22/12,20,218,238,2978,2683,0,0,50,101,40,27,6,0,0,0,224,741,Drawing & drawings
2839358,9707830484,acbk,Masoner???_????,8/7/08,544,10/3/12,9/6/14,1518,219,276,2977,1184,0,0,0,0,0,0,1,2,1,0,4,972," Mexico, Central America, West Indies, Bermuda"
2495990,1590585356,acbk,Stranger room,8/10/08,545,8/23/08,5/11/13,13,222,235,2974,2686,0,0,41,33,5,24,3,2,0,2,110,346, Private law
2539312,9707311037,acbk,indio zapoteco,8/15/08,546,2/1/09,4/15/13,170,227,31,2969,2524,0,0,0,3,3,3,3,1,0,0,13,972," Mexico, Central America, West Indies, Bermuda"
2477059,1593078919,acbk,Star wars The F,8/18/08,547,8/29/08,1/20/15,11,230,241,2966,2680,0,0,108,183,60,27,0,24,18,25,445,741,Drawing & drawings
2599918,61693693,jcbk,Monster hunters,8/26/08,548,8/2/09,1/7/15,341,238,213,2958,2342,0,0,0,18,30,15,18,27,16,16,140,741,Drawing & drawings
2767193,380717573,acbk,Pendragon,8/26/08,549,3/7/12,10/13/14,1289,238,66,2958,1394,0,0,0,0,0,0,8,11,6,4,29,641, Food & drink
2628597,076143030X,acbk,midsummer night,9/1/08,550,2/23/10,6/14/14,540,244,53,2952,2137,0,0,0,0,10,7,5,6,5,1,34,822, English drama
2543815,330427598,acbk,Irish freedom t,9/4/08,551,12/30/08,11/7/14,117,247,364,2949,2557,0,0,1,9,10,3,5,10,6,0,44,941, British Isles
2477925,1416540407,acbk,million dollar,9/8/08,552,9/10/08,4/25/13,2,251,253,2945,2668,0,0,32,35,13,7,10,1,0,2,100,320,Political science (Politics & government)
2530067,1595141871,acbk,Spud,9/11/08,553,10/11/08,7/16/12,30,254,284,2942,2637,0,0,12,23,12,11,1,0,0,0,59,812,American drama in English
2547051,61626678,acbk,botanical palet,9/16/08,554,12/6/08,1/13/15,81,259,340,2937,2581,0,0,2,23,19,24,13,12,15,12,120,758,"Nature, architectural subjects & cityscapes, other specific subjects"
2687115,802853560,acbk,Joe Rat,9/16/08,555,12/15/10,3/24/12,820,259,348,2937,1842,0,0,0,0,2,6,2,0,0,0,10,741,Drawing & drawings
2755565,1847241816,acbk,Taming the infi,9/18/08,556,3/10/12,10/14/14,1269,261,69,2935,1391,0,0,0,0,0,0,21,11,12,9,53,510,Mathematics
2614953,802863906,acbk,Jesus and the e,9/22/08,557,11/2/09,9/15/14,406,265,305,2931,2250,0,0,0,2,6,4,3,5,2,5,27,226, Gospels & Acts
2553087,440239443,acbk,Anatomy of a bo,9/23/08,558,1/9/09,9/27/11,108,266,8,2930,2547,0,0,0,22,14,7,0,0,0,0,43,741,Drawing & drawings
2492821,785127445,acbk,Spider Man Red,9/24/08,559,10/9/08,11/3/14,15,267,282,2929,2639,0,0,47,92,39,31,22,9,7,0,247,741,Drawing & drawings
2556229,300143249,acbk,Churchills prom,9/30/08,560,1/16/09,12/29/10,108,273,15,2923,2540,0,0,0,5,2,0,0,0,0,0,7,320,Political science (Politics & government)
2635901,1597800856,acbk,Rules of 48 a n,10/1/08,561,4/27/10,7/31/13,573,274,116,2922,2074,0,0,0,0,18,5,1,3,0,0,27,782, Vocal music
2663877,1598166069,acbk,Elemental Gelad,10/7/08,562,8/10/10,12/11/13,672,280,221,2916,1969,0,0,0,0,13,16,5,3,0,0,37,741,Drawing & drawings
2551771,1564149536,acbk,Supervolcano th,10/9/08,563,1/29/09,1/18/15,112,282,28,2914,2527,0,0,0,11,7,6,5,7,5,6,47,551," Geology, hydrology, meteorology"
2632532,1426900988,acbk,Margaret Callah,10/10/08,564,4/5/10,8/19/14,542,283,94,2913,2096,0,0,0,0,6,8,1,9,7,1,32,759," History, geographic treatment, biography"
2545974,1400313848,jcbk,When Santa turn,10/13/08,565,12/9/08,12/23/14,57,286,343,2910,2578,0,0,14,37,31,33,29,30,31,31,236,398, Folklore
2494655,142410705,acbk,abundance of Ka,10/16/08,566,10/24/08,1/21/15,8,289,297,2907,2624,0,0,28,128,103,120,205,328,440,240,1592,363,Other social problems & services
2643437,736076115,acbk,outdoor athlete,10/17/08,567,3/22/10,1/7/15,521,290,80,2906,2110,0,0,0,0,31,25,12,10,13,16,107,796,Athletic & outdoor sports & games
2470108,1560978279,acbk,complete Peanut,10/19/08,568,11/7/08,1/22/15,19,292,311,2904,2610,0,0,11,54,23,10,9,12,6,5,130,741,Drawing & drawings
2559421,1423120302,jcbk,How does the sh,10/21/08,569,2/22/09,11/25/14,124,294,52,2902,2503,0,0,0,15,10,9,3,3,1,2,43,792,Stage presentations
2564928,71474897,acbk,Streetwise Mand,10/28/08,570,3/4/09,10/1/14,127,301,62,2895,2493,0,0,0,28,27,12,9,12,7,5,100,495,Languages of East & Southeast Asia
2589610,8448826272,jcbk,Este conejo per,10/30/08,571,9/10/09,12/16/13,315,303,252,2893,2303,0,0,0,7,11,6,5,4,0,0,33,741,Drawing & drawings
2761346,193427724X,jcbk,dirtiest hair i,10/30/08,572,3/17/12,1/4/15,1234,303,76,2893,1384,0,0,0,0,0,0,39,37,13,11,100,398, Folklore
2534980,1905005393,acbk,needle in the b,10/31/08,573,11/4/08,10/29/13,4,304,308,2892,2613,0,0,4,11,17,2,9,5,0,1,49,895,Literatures of East & Southeast Asia
2640962,71453873,acbk,Easy French ste,10/31/08,574,3/23/10,1/22/15,508,304,81,2892,2109,0,0,0,0,69,79,69,66,41,34,358,448,Standard French usage (Prescriptive linguistics)
2668742,190446842X,acbk,Body breath bei,11/5/08,575,9/10/10,1/11/15,674,309,252,2887,1938,0,0,0,0,9,27,19,21,17,19,112,613,Personal health & safety
2639478,965633845,acbk,edge of never a,11/7/08,576,3/7/10,7/29/14,485,311,65,2885,2125,0,0,0,0,19,5,4,6,3,2,39,796,Athletic & outdoor sports & games
2543956,939117401,acbk,Masters of bamb,11/10/08,577,1/15/09,7/5/14,66,314,14,2882,2541,0,0,0,13,4,5,3,6,1,2,34,746, Textile arts
2588451,670070858,acbk,pilgrimage 50 p,11/12/08,578,7/11/09,7/16/13,241,316,191,2880,2364,0,0,0,6,5,2,0,3,0,0,16,797,Aquatic & air sports
2604953,193303257X,jcbk,Corre Nicol???_,11/15/08,579,10/16/09,10/23/14,335,319,288,2877,2267,0,0,0,7,21,11,10,12,5,4,70,519, Probabilities & applied mathematics
2628685,1889392294,acbk,Bridal bargains,11/25/08,580,1/14/10,1/6/15,415,329,13,2867,2177,0,0,0,0,49,21,10,7,4,2,93,395,Etiquette (Manners)
2712571,9871061706,jcbk,Conociendo Arge,11/30/08,581,8/9/11,12/18/13,982,334,220,2862,1605,0,0,0,0,0,2,0,2,0,0,4,546, Inorganic chemistry
2741718,9571039810,acbk,Mu guang zhi ch,12/1/08,582,12/12/11,4/22/14,1106,335,345,2861,1480,0,0,0,0,0,3,14,2,1,2,22,895,Literatures of East & Southeast Asia
2517126,1401210430,acbk,Superman Batman,12/9/08,583,1/17/09,9/24/14,39,343,16,2853,2539,0,0,0,104,56,51,20,21,3,7,262,741,Drawing & drawings
2627083,1576757625,acbk,Right relations,12/12/08,584,1/7/10,2/14/14,391,346,6,2850,2184,0,0,0,0,13,3,2,0,1,1,20,338, Production
2795969,1844164039,acbk,Ultramarines om,12/19/08,585,4/29/12,9/29/14,1227,353,119,2843,1341,0,0,0,0,0,0,22,14,7,0,43,150,Psychology
2647007,787994049,acbk,influential fun,12/22/08,586,5/3/10,11/9/14,497,356,122,2840,2068,0,0,0,0,5,10,6,2,3,2,28,658,General management
2697155,006171156X,acbk,Grass roots,12/30/08,587,1/22/11,5/20/14,753,364,21,2832,1804,0,0,0,0,0,37,23,10,3,0,73,306, Culture & institutions
2665729,7802254817,acbk,Wo de tuan zhan,1/3/09,588,2/6/11,8/24/13,764,2,36,2828,1789,0,0,0,0,0,18,7,4,0,1,30,895,Literatures of East & Southeast Asia
2562615,547076347,acbk,Boy toy,1/5/09,589,2/14/09,10/10/14,40,4,44,2826,2511,0,0,0,54,30,21,7,4,5,0,121,523,Specific celestial bodies & phenomena
2743007,1844166732,acbk,Malekith a tale,1/5/09,590,11/19/11,11/17/14,1048,4,322,2826,1503,0,0,0,0,0,7,15,2,2,0,26,650,Management & auxiliary services
2631351,1421523159,jcbk,Bridge of coura,1/6/09,591,2/9/10,11/2/14,399,5,39,2825,2151,0,0,0,0,29,14,8,7,4,1,63,332, Financial economics
2664071,1587432471,acbk,Return to Rome,1/10/09,592,7/6/10,12/10/14,542,9,186,2821,2004,0,0,0,0,5,2,3,1,2,1,14,248," Christian experience, practice, life"
2636511,470381221,acbk,Storytelling fo,1/12/09,593,2/21/10,1/21/15,405,11,51,2819,2139,0,0,0,0,25,19,20,21,17,16,118,658,General management
2720016,764141783,acbk,Much ado about,1/16/09,594,6/28/11,10/25/14,893,15,178,2815,1647,0,0,0,0,0,2,3,11,7,8,31,822, English drama
2628686,1598698176,acbk,brides survival,1/17/09,595,2/5/10,12/26/14,384,16,35,2814,2155,0,0,0,0,31,22,21,16,16,8,114,395,Etiquette (Manners)
2627181,155455103X,jcbk,Maggie cant wai,1/18/09,596,5/4/10,12/11/14,471,17,123,2813,2067,0,0,0,0,54,46,35,29,34,12,210,891,East Indo-European & Celtic literatures
2856920,520255984,acbk,Poems for the m,1/19/09,597,12/20/12,12/23/14,1431,18,354,2812,1106,0,0,0,0,0,0,1,1,1,0,3,808,Rhetoric & collections of literary texts from more than two literatures
2567104,9705804419,acbk,Como criar nino,1/20/09,598,4/26/09,10/20/14,96,19,115,2811,2440,0,0,0,7,3,2,3,1,3,2,21,649, Child rearing; home care of people with disabilities & illnesses
2640572,448448629,jcbk,Bunny fairy tal,1/22/09,599,3/27/10,2/18/14,429,21,85,2809,2105,0,0,0,0,37,31,21,8,2,0,99,551," Geology, hydrology, meteorology"
2627253,982107803,acbk,Metropause,1/23/09,600,12/26/09,5/17/14,337,22,359,2808,2196,0,0,0,2,40,12,6,4,2,0,66,177,Ethics of social relations
2747847,981854567,acbk,Trust no man a,1/24/09,601,1/10/12,3/19/13,1081,23,9,2807,1451,0,0,0,0,0,0,15,5,0,0,20,364, Criminology
2643370,143105604,acbk,Tevye the dairy,1/27/09,602,4/18/10,1/15/15,446,26,107,2804,2083,0,0,0,0,10,14,14,6,9,5,58,579,"Natural history of microorganisms, fungi, algae"
2633870,785134808,acbk,Daredevil born,1/28/09,603,2/3/10,1/17/15,371,27,33,2803,2157,0,0,0,0,64,42,28,26,34,25,219,741,Drawing & drawings
2585076,8483068117,acbk,ataque de lucid,1/30/09,604,7/1/09,4/5/14,152,29,181,2801,2374,0,0,0,3,9,4,0,2,2,1,21,362,Social problems of & services to groups of people
2628690,1580233988,acbk,creative Jewish,2/1/09,605,2/6/10,8/19/14,370,31,36,2799,2154,0,0,0,0,9,7,7,6,9,7,45,296, Judaism
2638929,312946171,acbk,Grave sins,2/3/09,606,3/1/10,7/23/11,391,33,59,2797,2131,0,0,0,0,25,5,0,0,0,0,30,331, Labor economics
2805859,1889102342,acbk,Seeing through,2/9/09,607,7/6/12,12/21/14,1243,39,187,2791,1273,0,0,0,0,0,0,8,17,10,6,41,658,General management
2674106,231121652,acbk,Columbia histor,2/12/09,608,10/3/10,9/28/14,598,42,275,2788,1915,0,0,0,0,1,4,5,4,3,6,23,791,Public performances
2626495,789738317,acbk,truth about sea,2/13/09,609,1/5/10,8/29/14,326,43,4,2787,2186,0,0,0,0,33,20,11,8,4,0,76,5," Computer programming, programs & data"
2610057,9562395227,acbk,Almuerzo de vam,2/15/09,610,10/30/09,1/27/14,257,45,302,2785,2253,0,0,0,4,5,2,2,1,1,0,15,863,Spanish fiction
2658056,1894974603,acbk,Camping British,2/15/09,611,5/22/10,11/16/14,461,45,141,2785,2049,0,0,0,0,17,15,17,16,21,17,103,796,Athletic & outdoor sports & games
2633622,982184107,acbk,Primal body pri,2/17/09,612,2/6/10,6/25/14,354,47,36,2783,2154,0,0,0,0,54,54,47,45,18,0,218,613,Personal health & safety
2633611,1401220266,jcbk,palette of 12 s,2/24/09,613,2/26/10,9/3/14,367,54,56,2776,2134,0,0,0,0,88,51,52,27,16,8,242,741,Drawing & drawings
2638571,976480670,acbk,Lymphedema care,2/27/09,614,7/12/10,5/7/14,500,57,192,2773,1998,0,0,0,0,1,4,6,5,3,2,21,649, Child rearing; home care of people with disabilities & illnesses
2674122,1558496939,acbk,Vietnam War in,2/28/09,615,10/15/10,1/27/12,594,58,287,2772,1903,0,0,0,0,3,1,1,0,0,1,6,959, Southeast Asia
2589906,2895791163,jcbk,Max Finder myst,3/1/09,616,6/12/09,1/5/15,103,59,162,2771,2393,0,0,0,35,60,35,31,25,20,14,220,741,Drawing & drawings
2629260,859654389,acbk,Robert Pattinso,3/1/09,617,1/23/10,2/10/13,328,59,22,2771,2168,0,0,0,0,21,6,1,1,0,0,29,791,Public performances
2564360,547076150,acbk,Not like you,3/2/09,618,3/22/09,10/3/12,20,60,80,2770,2475,0,0,0,21,4,3,2,0,0,0,30,741,Drawing & drawings
2630308,1930723695,acbk,global migratio,3/2/09,619,2/12/10,10/15/13,347,60,42,2770,2148,0,0,0,0,13,5,1,1,0,0,20,635,Garden crops (Horticulture)
2577692,1845376196,acbk,India food cook,3/3/09,620,5/12/09,12/16/14,70,61,131,2769,2424,0,0,0,35,40,32,24,22,23,7,183,641, Food & drink
2646123,785123946,acbk,Secret invasion,3/4/09,621,4/22/10,12/26/14,414,62,111,2768,2079,0,0,0,0,56,46,29,11,17,4,163,741,Drawing & drawings
2652980,762109955,acbk,I used to know,3/5/09,622,5/7/10,8/31/14,428,63,126,2767,2064,0,0,0,0,36,18,13,6,3,6,82,31,General encyclopedic works in American English
2635501,764141007,acbk,Keys to toilet,3/6/09,623,2/22/10,12/2/14,353,64,52,2766,2138,0,0,0,0,24,20,16,13,21,16,110,649, Child rearing; home care of people with disabilities & illnesses
2634969,132415437,bcbk,Understanding a,3/8/09,624,2/23/10,1/22/15,352,66,53,2764,2137,0,0,0,0,89,81,67,41,35,31,344,428,Standard English usage (Prescriptive linguistics)
2626095,1590173007,acbk,meaningful life,3/10/09,625,12/17/09,3/13/14,282,68,350,2762,2205,0,0,0,2,31,11,7,3,4,9,67,741,Drawing & drawings
2656180,71614818,acbk,Small business,3/12/09,626,5/21/10,1/6/15,435,70,140,2760,2050,0,0,0,0,28,31,23,18,9,8,117,6, Special computer methods
2626111,980033020,acbk,twin,3/13/09,627,1/11/10,12/6/14,304,71,10,2759,2180,0,0,0,0,52,23,28,18,9,5,135,741,Drawing & drawings
2631282,160223048X,acbk,Wild moments ad,3/15/09,628,2/18/10,12/30/14,340,73,48,2757,2142,0,0,0,0,10,6,2,2,4,3,27,591,Specific topics in natural history of animals
2626062,9944424498,acbk,book of madness,3/16/09,629,1/15/10,1/6/14,305,74,14,2756,2176,0,0,0,0,22,4,1,0,1,0,28,741,Drawing & drawings
2626454,810866471,acbk,Forgotten voice,3/20/09,630,2/6/10,1/3/15,323,78,36,2752,2154,0,0,0,0,2,0,1,0,0,2,5,614,"Forensic medicine; incidence of injuries, wounds, disease; public preventive medicine"
2631224,470277416,acbk,Energy to burn,3/23/09,631,1/30/10,12/28/14,313,81,29,2749,2161,0,0,0,0,28,14,6,4,4,2,58,613,Personal health & safety
2636963,345509978,acbk,Mao Chan 2,3/24/09,632,3/27/10,8/13/13,368,82,85,2748,2105,0,0,0,0,53,20,7,4,0,0,84,741,Drawing & drawings
2624743,198610254,acbk,dictionary of H,3/25/09,633,12/31/09,6/24/14,281,83,364,2747,2191,0,0,0,1,5,4,1,2,2,1,16,294, Religions of Indic origin
2628805,1604596244,jcbk,wonderful adven,3/26/09,634,1/5/10,1/20/15,285,84,4,2746,2186,0,0,0,0,28,15,16,20,18,16,113,741,Drawing & drawings
2638099,1558497234,acbk,Charles Johnson,3/31/09,635,2/28/10,10/6/14,334,89,58,2741,2132,0,0,0,0,2,0,1,0,1,0,4,813,American fiction in English
2626474,1886941742,acbk,More attention,4/1/09,636,1/7/10,1/17/15,281,90,6,2740,2184,0,0,0,0,45,34,32,28,11,14,164,616, Diseases
2643422,047038848X,acbk,InDesign CS4 fo,4/3/09,637,3/24/10,9/25/14,355,92,82,2738,2108,0,0,0,0,31,37,21,12,9,10,120,686, Printing & related activities
2638103,1595551859,acbk,collapse of dis,4/5/09,638,3/3/10,10/9/14,332,94,61,2736,2129,0,0,0,0,2,4,2,1,2,0,11,658,General management
2630017,1930974833,acbk,Hilarity,4/6/09,639,2/5/10,2/26/13,305,95,35,2735,2155,0,0,0,0,6,1,0,1,0,0,8,811,American poetry in English
2643252,1427809682,acbk,Silver diamond,4/7/09,640,4/27/10,11/13/13,385,96,116,2734,2074,0,0,0,0,27,18,13,7,0,0,65,741,Drawing & drawings
2626490,195384776,acbk,Soul searching,4/13/09,641,1/9/10,12/9/11,271,102,8,2728,2182,0,0,0,0,5,5,0,0,0,0,10,200,Religion
2586767,289579149X,jcbk,Max Finder myst,4/14/09,642,7/8/09,1/20/15,85,103,188,2727,2367,0,0,0,27,57,33,35,29,31,17,229,741,Drawing & drawings
2638784,1595822615,acbk,helm,4/14/09,643,3/21/10,4/20/14,341,103,79,2727,2111,0,0,0,0,40,16,6,3,1,0,66,741,Drawing & drawings
2631905,970640579,acbk,fires of Edgarv,4/22/09,644,2/22/10,5/17/12,306,111,52,2719,2138,0,0,0,0,22,6,1,0,0,0,29,811,American poetry in English
2661615,889954275,jcbk,Long powwow nig,4/24/09,645,8/9/10,12/2/14,472,113,220,2717,1970,0,0,0,0,8,11,0,4,3,6,32,394, General customs
2626276,3791341987,acbk,50 paintings yo,4/25/09,646,12/28/09,1/15/15,247,114,361,2716,2194,0,0,0,2,43,24,22,21,24,25,161,759," History, geographic treatment, biography"
2670360,047045198X,acbk,100 calorie sna,4/27/09,647,8/23/10,1/20/15,483,116,234,2714,1956,0,0,0,0,14,28,26,15,10,8,101,641, Food & drink
2626418,441017118,acbk,Sins shadows a,4/28/09,648,1/4/10,11/5/14,251,117,3,2713,2187,0,0,0,0,22,8,3,1,3,1,38,712, Landscape architecture (Landscape design)
2733286,1416971211,acbk,Extras,4/28/09,649,8/18/11,1/21/15,842,117,229,2713,1596,0,0,0,0,0,30,80,83,81,54,328,821,English Poetry
2633107,1606991426,acbk,Ho the morally,4/29/09,650,2/6/10,1/11/15,283,118,36,2712,2154,0,0,0,0,20,14,5,3,3,4,49,741,Drawing & drawings
2648659,1858944694,acbk,100 houses mode,4/30/09,651,5/5/10,1/21/15,370,119,124,2711,2066,0,0,0,0,48,52,29,19,7,11,166,728, Residential & related buildings
2626309,3836511010,acbk,Type a visual h,5/1/09,652,1/14/10,5/25/13,258,120,13,2710,2177,0,0,0,0,26,13,10,4,0,0,53,686, Printing & related activities
2626383,451462696,acbk,Ghost ocean,5/5/09,653,12/28/09,4/19/14,237,124,361,2706,2194,0,0,0,2,28,10,10,2,1,0,53,712, Landscape architecture (Landscape design)
2648693,1603581073,acbk,earth sheltered,5/7/09,654,4/22/10,11/20/14,350,126,111,2704,2079,0,0,0,0,10,14,11,9,9,5,58,728, Residential & related buildings
2704909,3764389842,acbk,Recent watersca,5/8/09,655,3/14/11,1/13/15,675,127,72,2703,1753,0,0,0,0,0,12,14,7,7,8,48,714, Water features in landscape architecture
2627368,786442271,acbk,Orvilles aviato,5/13/09,656,2/2/10,2/18/11,265,132,32,2698,2158,0,0,0,0,1,1,0,0,0,0,2,629,Other branches of engineering
2640573,448451727,jcbk,Sunny bunny tal,5/14/09,657,3/16/10,7/10/12,306,133,74,2697,2116,0,0,0,0,48,31,8,0,0,0,87,551," Geology, hydrology, meteorology"
2633770,1580932282,acbk,Modern luxury,5/19/09,658,2/10/10,1/15/15,267,138,40,2692,2150,0,0,0,0,41,16,11,14,8,5,95,747, Interior decoration
2634785,71628037,bcbk,Writing better,5/20/09,659,2/13/10,1/14/15,269,139,43,2691,2147,0,0,0,0,124,123,89,109,89,35,569,428,Standard English usage (Prescriptive linguistics)
2643428,415999731,acbk,laws that shape,5/22/09,660,4/3/10,12/12/13,316,141,92,2689,2098,0,0,0,0,10,3,0,3,0,1,17,349," Law of specific jurisdictions, areas, socioeconomic regions, regional intergovernmental organizations"
2638928,1934781401,acbk,God says no,5/25/09,661,2/23/10,6/13/14,274,144,53,2686,2137,0,0,0,0,36,13,6,6,1,9,71,331, Labor economics
2638551,143981614X,acbk,Health care wil,5/27/09,662,3/4/10,10/7/12,281,146,62,2684,2128,0,0,0,0,13,3,1,0,0,0,17,362,Social problems of & services to groups of people
2631270,736069178,acbk,Sport nutrition,5/28/09,663,1/30/10,1/8/15,247,147,29,2683,2161,0,0,0,0,7,9,8,4,1,3,32,613,Personal health & safety
2635992,737743271,acbk,Amendment XV ra,5/29/09,664,2/27/10,10/25/14,274,148,57,2682,2133,0,0,0,0,2,0,3,0,1,1,7,342, Constitutional & administrative law
2630140,1555705952,acbk,Game on gaming,5/30/09,665,6/26/10,6/9/12,392,149,176,2681,2014,0,0,0,0,5,0,3,0,0,0,8,25," Operations of libraries, archives, information centers"
2626003,979456908,acbk,Where discovery,6/1/09,666,6/10/10,11/19/13,374,151,160,2679,2030,0,0,0,0,4,2,5,3,0,2,16,621, Applied physics
2629738,1409104680,jcbk,Ashley Tisdale,6/2/09,667,1/24/10,10/13/14,236,152,23,2678,2167,0,0,0,0,42,32,17,10,6,2,109,791,Public performances
2604801,1598639846,acbk,Master math Geo,6/4/09,668,8/21/09,1/16/15,78,154,232,2676,2323,0,0,0,22,64,70,57,69,42,43,367,516, Geometry
2631874,077102715X,acbk,April fool,6/5/09,669,2/1/10,1/6/14,241,155,31,2675,2159,0,0,0,0,27,17,17,9,1,0,71,811,American poetry in English
2652493,71605169,bcbk,McGraw Hills U,6/8/09,670,5/19/10,1/5/15,345,158,138,2672,2052,0,0,0,0,159,193,167,113,92,61,785,323, Civil & political rights
2627246,1423112458,acbk,sweet disorder,6/9/09,671,1/15/10,6/5/14,220,159,14,2671,2176,0,0,0,0,28,15,6,1,2,0,52,177,Ethics of social relations
2639522,814413560,acbk,Surviving the c,6/10/09,672,3/8/10,1/15/14,271,160,66,2670,2124,0,0,0,0,6,6,2,1,1,0,16,616, Diseases
2642220,753826127,acbk,olive tree a pe,6/11/09,673,3/13/10,1/3/15,275,161,71,2669,2119,0,0,0,0,23,7,9,2,4,4,49,910,Geography & travel
2636476,047049655X,acbk,Jump starting t,6/15/09,674,2/24/10,12/16/14,254,165,54,2665,2136,0,0,0,0,8,9,3,1,3,1,25,658,General management
2626835,140122346X,acbk,Red,6/16/09,675,12/31/09,1/17/15,198,166,364,2664,2191,0,0,0,1,82,75,37,33,18,16,262,741,Drawing & drawings
2632055,158415845X,jcbk,What its like t,6/17/09,676,7/15/11,2/18/14,758,167,195,2663,1630,0,0,0,0,0,1,0,0,1,0,2,811,American poetry in English
2657148,7506347512,acbk,Cha zhang,6/19/09,677,6/24/10,12/22/14,370,169,174,2661,2016,0,0,0,0,32,19,3,6,2,2,64,895,Literatures of East & Southeast Asia
2624492,300127340,acbk,windfall of mus,6/23/09,678,1/8/10,6/26/14,199,173,7,2657,2183,0,0,0,0,3,0,3,0,1,0,7,780,Music
2633126,785133291,acbk,Sub Mariner The,6/24/09,679,2/4/10,9/11/14,225,174,34,2656,2156,0,0,0,0,57,20,20,18,10,7,132,741,Drawing & drawings
2628695,1571205802,acbk,Fabric art coll,6/25/09,680,1/13/10,1/11/15,202,175,12,2655,2178,0,0,0,0,43,19,15,16,7,6,106,702,Miscellany of fine & decorative arts
2625971,826516440,acbk,First do no har,6/29/09,681,12/27/09,10/29/14,181,179,360,2651,2195,0,0,0,1,8,4,2,3,4,0,22,949,Other parts of Europe
2627388,838910130,acbk,Crisis in emplo,6/30/09,682,2/2/10,7/9/12,217,180,32,2650,2158,0,0,0,0,3,1,1,0,0,0,5,25," Operations of libraries, archives, information centers"
